pass,magentaMats,missingMats,totalMats,hasLODGroup,billboardLOD,tris,sizeX,sizeY,sizeZ,inCodex,name,path
True,0,0,1,False,True,2,0,020,0,000,0,020,False,"SM_Extra_Billboard_01","Assets/Vefects/Free Fire VFX URP/_ Extra/Resources/Meshes/SM_Extra_Billboard_01.fbx"
True,0,0,2,False,True,36,0,060,0,011,0,040,False,"SM_Extra_Billboard_Base_01","Assets/Vefects/Free Fire VFX URP/_ Extra/Resources/Meshes/SM_Extra_Billboard_Base_01.fbx"
True,0,0,7,False,False,2058,1,266,5,398,4,299,False,"Alpaca","Assets/Quaternius/FBX/Alpaca.fbx"
True,0,0,1,False,False,1448,0,795,0,341,0,284,False,"Anvil","Assets/UpDraftArt/BlackSmith Props Sampler/Prefabs/Anvil.prefab"
True,0,0,112,False,False,14082,19,079,18,848,9,807,False,"BLD_03_16x8_Ext_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_01.prefab"
True,0,0,93,False,False,11072,19,079,19,358,9,600,False,"BLD_03_16x8_Ext_02","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_02.prefab"
True,0,0,89,False,False,10892,17,600,21,520,9,600,False,"BLD_03_16x8_Ext_03","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_03.prefab"
True,0,0,75,False,False,9214,18,601,20,878,9,600,False,"BLD_03_16x8_Ext_04","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_04.prefab"
True,0,0,106,False,False,12390,20,558,20,922,9,767,False,"BLD_03_16x8_Ext_05","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_05.prefab"
True,0,0,138,False,False,14182,19,540,16,978,9,783,False,"BLD_03_16x8_Ext_06","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_06.prefab"
True,0,0,92,False,False,11672,18,709,18,556,9,600,False,"BLD_03_16x8_Ext_07","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_07.prefab"
True,0,0,134,False,False,16942,17,600,20,941,12,079,False,"BLD_03_16x8_Ext_08","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_08.prefab"
True,0,0,90,False,False,9550,20,059,20,186,9,600,False,"BLD_03_16x8_Ext_09","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_09.prefab"
True,0,0,51,False,False,5832,17,600,21,520,9,600,False,"BLD_03_16x8_Ext_10","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_10.prefab"
True,0,0,61,False,False,6452,17,600,21,238,9,600,False,"BLD_03_16x8_Ext_11","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_11.prefab"
True,0,0,49,False,False,3466,17,508,15,030,9,421,True,"BLD_03_16x8_Ext_Arch_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_Arch_01.prefab"
True,0,0,76,False,False,6794,19,601,17,711,9,421,False,"BLD_03_16x8_Ext_Arch_02","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_16x8_Ext_Arch_02.prefab"
True,0,0,118,False,False,13468,19,079,17,419,9,600,False,"BLD_03_16x8_Int_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Interior/BLD_03_16x8_Int_01.prefab"
True,0,0,134,False,False,15962,19,597,20,852,9,600,False,"BLD_03_16x8_Int_02","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Interior/BLD_03_16x8_Int_02.prefab"
True,0,0,253,False,False,25897,20,679,18,193,9,600,False,"BLD_03_16x8_Int_03","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Interior/BLD_03_16x8_Int_03.prefab"
True,0,0,129,False,False,12820,17,600,22,005,10,600,False,"BLD_03_16x8_Int_04","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Interior/BLD_03_16x8_Int_04.prefab"
True,0,0,585,False,False,78346,23,478,20,852,9,952,False,"BLD_03_16x8_Int_Alchemy_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Themed/BLD_03_16x8_Int_Alchemy_01.prefab"
True,0,0,869,False,False,111933,20,064,21,003,9,600,False,"BLD_03_16x8_Int_Bakery_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Themed/BLD_03_16x8_Int_Bakery_01.prefab"
True,0,0,226,False,False,34104,19,079,17,419,9,600,False,"BLD_03_16x8_Int_Bar_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Themed/BLD_03_16x8_Int_Bar_01.prefab"
True,0,0,223,False,False,36824,19,079,17,419,9,600,False,"BLD_03_16x8_Int_Bar_02","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Themed/BLD_03_16x8_Int_Bar_02.prefab"
True,0,0,415,False,False,54791,21,298,18,193,10,975,False,"BLD_03_16x8_Int_Tavern_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Themed/BLD_03_16x8_Int_Tavern_01.prefab"
True,0,0,285,False,False,35044,17,660,22,005,13,052,False,"BLD_03_16x8_Int_Woodworking","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Themed/BLD_03_16x8_Int_Woodworking.prefab"
True,0,0,51,False,False,4224,7,194,18,101,5,747,False,"BLD_03_4x4_Ext_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_4x4_Ext_01.prefab"
True,0,0,91,False,False,11444,9,637,21,228,11,600,False,"BLD_03_8x8_Ext_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_8x8_Ext_01.prefab"
True,0,0,47,False,False,4196,9,600,14,459,9,600,False,"BLD_03_8x8_Ext_Arch_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_8x8_Ext_Arch_01.prefab"
True,0,0,148,False,False,18070,20,130,21,379,13,600,True,"BLD_03_L_Ext_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_L_Ext_01.prefab"
True,0,0,163,False,False,16226,19,301,17,638,14,600,False,"BLD_03_L_Ext_02","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_L_Ext_02.prefab"
True,0,0,137,False,False,16826,17,600,20,642,16,362,False,"BLD_03_L_Ext_03","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_L_Ext_03.prefab"
True,0,0,129,False,False,15827,19,079,16,928,14,562,False,"BLD_03_L_Ext_04","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_L_Ext_04.prefab"
True,0,0,183,False,False,21580,18,845,30,892,14,855,False,"BLD_03_L_Ext_05","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_L_Ext_05.prefab"
True,0,0,164,False,False,20841,19,900,17,948,15,079,False,"BLD_03_L_Ext_06","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_L_Ext_06.prefab"
True,0,0,112,False,False,11674,17,600,20,899,14,391,False,"BLD_03_L_Ext_07","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_L_Ext_07.prefab"
True,0,0,185,False,False,19626,18,601,21,379,14,561,False,"BLD_03_L_Int_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Interior/BLD_03_L_Int_01.prefab"
True,0,0,193,False,False,20468,17,600,21,419,15,364,False,"BLD_03_L_Int_02","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Interior/BLD_03_L_Int_02.prefab"
True,0,0,170,False,False,22408,17,600,21,043,15,001,False,"BLD_03_L_Int_Blacksmith","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Themed/BLD_03_L_Int_Blacksmith.prefab"
True,0,0,475,False,False,62060,18,601,21,379,14,561,False,"BLD_03_L_Int_Tavern_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Themed/BLD_03_L_Int_Tavern_01.prefab"
True,0,0,422,False,False,54690,17,600,21,419,15,364,False,"BLD_03_L_Int_Tavern_02","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Themed/BLD_03_L_Int_Tavern_02.prefab"
True,0,0,122,False,False,11048,20,557,17,388,13,452,False,"BLD_03_T_Ext_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_T_Ext_01.prefab"
True,0,0,75,False,False,6932,17,600,16,892,13,712,False,"BLD_03_T_Ext_02","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_T_Ext_02.prefab"
True,0,0,71,False,False,7810,17,600,12,978,13,600,False,"BLD_03_T_Ext_03","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Exterior/BLD_03_T_Ext_03.prefab"
True,0,0,171,False,False,17564,17,600,17,538,14,600,False,"BLD_03_T_Int_01","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Interior/BLD_03_T_Int_01.prefab"
True,0,0,442,False,False,66873,17,600,17,538,14,976,False,"BLD_03_T_Int_Tailor","Assets/Fantastic City Pack/Prefabs/Modular/03_BLD_COMPLETE/Themed/BLD_03_T_Int_Tailor.prefab"
True,0,0,7,False,False,2418,2,513,4,587,8,067,False,"Bull","Assets/Quaternius/FBX/Bull.fbx"
True,0,0,2,False,False,0,0,000,0,000,0,000,False,"Campfire","Assets/Polyart/PolyartStudio/DreamscapeCampsite/Effects/Campfire.prefab"
True,0,0,1,False,False,3157,0,700,0,200,0,550,False,"Coal Pile","Assets/UpDraftArt/BlackSmith Props Sampler/Prefabs/Coal Pile.prefab"
True,0,0,15,False,False,1672,17,600,4,000,9,600,False,"COMP_Base_03_16x8_door_01_01","Assets/Fantastic City Pack/Prefabs/Modular/02_COMPS/Base/16x8/COMP_Base_03_16x8_door_01_01.prefab"
True,0,0,11,False,False,260,17,421,4,000,9,421,False,"COMP_Base_03_16x8_door_01_02","Assets/Fantastic City Pack/Prefabs/Modular/02_COMPS/Base/16x8/COMP_Base_03_16x8_door_01_02.prefab"
True,0,0,15,False,False,1672,17,600,4,000,9,600,False,"COMP_Base_03_16x8_door_02_01","Assets/Fantastic City Pack/Prefabs/Modular/02_COMPS/Base/16x8/COMP_Base_03_16x8_door_02_01.prefab"
